parameter_set_id,scenario_id,sample_variant,initial_branch,trial_id,chain_depth,terminated_reason,P_initial_line,chain_transition_probability,probability_status,R1_LLR,R2_LFOR,R3_NVOR,R_CRI_basic,R_CRI_recomputed,scale_convention,source_file,note
high_hidden_failure,penetration_40pct,transition_probability_weighted,4,2,1,no_new_outage,0.000445,NaN,missing_transition_probability,NaN,NaN,NaN,NaN,NaN,unavailable_transition_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,No chain_transition_probability or chain_probability field in formal pilot chain summary; not fabricated.
high_hidden_failure,penetration_40pct,severity_only,4,3,1,no_new_outage,0.000445,NaN,severity_only,0,0,0,0,0,severity,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Severity-only comparator; not paper risk VaR.
high_hidden_failure,penetration_40pct,initial_probability_weighted_actual,4,3,1,no_new_outage,0.000445,NaN,initial_probability_only,0,0,0,0,0,actual_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,R = P_initial_line * severity.
high_hidden_failure,penetration_40pct,initial_probability_weighted_display,4,3,1,no_new_outage,0.000445,NaN,initial_probability_only,0,0,0,0,0,paper_table_display_probability_divided_by_1e_minus_4,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Display risk = P_initial_line * severity / 1e-4.
high_hidden_failure,penetration_40pct,transition_probability_weighted,4,3,1,no_new_outage,0.000445,NaN,missing_transition_probability,NaN,NaN,NaN,NaN,NaN,unavailable_transition_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,No chain_transition_probability or chain_probability field in formal pilot chain summary; not fabricated.
high_hidden_failure,penetration_40pct,severity_only,4,4,1,no_new_outage,0.000445,NaN,severity_only,0,0,0,0,0,severity,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Severity-only comparator; not paper risk VaR.
high_hidden_failure,penetration_40pct,initial_probability_weighted_actual,4,4,1,no_new_outage,0.000445,NaN,initial_probability_only,0,0,0,0,0,actual_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,R = P_initial_line * severity.
high_hidden_failure,penetration_40pct,initial_probability_weighted_display,4,4,1,no_new_outage,0.000445,NaN,initial_probability_only,0,0,0,0,0,paper_table_display_probability_divided_by_1e_minus_4,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Display risk = P_initial_line * severity / 1e-4.
high_hidden_failure,penetration_40pct,transition_probability_weighted,4,4,1,no_new_outage,0.000445,NaN,missing_transition_probability,NaN,NaN,NaN,NaN,NaN,unavailable_transition_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,No chain_transition_probability or chain_probability field in formal pilot chain summary; not fabricated.
high_hidden_failure,penetration_40pct,severity_only,4,5,1,no_new_outage,0.000445,NaN,severity_only,0,0,0,0,0,severity,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Severity-only comparator; not paper risk VaR.
high_hidden_failure,penetration_40pct,initial_probability_weighted_actual,4,5,1,no_new_outage,0.000445,NaN,initial_probability_only,0,0,0,0,0,actual_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,R = P_initial_line * severity.
high_hidden_failure,penetration_40pct,initial_probability_weighted_display,4,5,1,no_new_outage,0.000445,NaN,initial_probability_only,0,0,0,0,0,paper_table_display_probability_divided_by_1e_minus_4,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Display risk = P_initial_line * severity / 1e-4.
high_hidden_failure,penetration_40pct,transition_probability_weighted,4,5,1,no_new_outage,0.000445,NaN,missing_transition_probability,NaN,NaN,NaN,NaN,NaN,unavailable_transition_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,No chain_transition_probability or chain_probability field in formal pilot chain summary; not fabricated.
high_hidden_failure,penetration_40pct,severity_only,4,6,2,no_new_outage,0.000445,NaN,severity_only,0,0,0,0,0,severity,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Severity-only comparator; not paper risk VaR.
high_hidden_failure,penetration_40pct,initial_probability_weighted_actual,4,6,2,no_new_outage,0.000445,NaN,initial_probability_only,0,0,0,0,0,actual_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,R = P_initial_line * severity.
high_hidden_failure,penetration_40pct,initial_probability_weighted_display,4,6,2,no_new_outage,0.000445,NaN,initial_probability_only,0,0,0,0,0,paper_table_display_probability_divided_by_1e_minus_4,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Display risk = P_initial_line * severity / 1e-4.
high_hidden_failure,penetration_40pct,transition_probability_weighted,4,6,2,no_new_outage,0.000445,NaN,missing_transition_probability,NaN,NaN,NaN,NaN,NaN,unavailable_transition_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,No chain_transition_probability or chain_probability field in formal pilot chain summary; not fabricated.
high_hidden_failure,penetration_40pct,severity_only,4,7,1,no_new_outage,0.000445,NaN,severity_only,0,0,0,0,0,severity,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Severity-only comparator; not paper risk VaR.
high_hidden_failure,penetration_40pct,initial_probability_weighted_actual,4,7,1,no_new_outage,0.000445,NaN,initial_probability_only,0,0,0,0,0,actual_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,R = P_initial_line * severity.
high_hidden_failure,penetration_40pct,initial_probability_weighted_display,4,7,1,no_new_outage,0.000445,NaN,initial_probability_only,0,0,0,0,0,paper_table_display_probability_divided_by_1e_minus_4,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Display risk = P_initial_line * severity / 1e-4.
high_hidden_failure,penetration_40pct,transition_probability_weighted,4,7,1,no_new_outage,0.000445,NaN,missing_transition_probability,NaN,NaN,NaN,NaN,NaN,unavailable_transition_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,No chain_transition_probability or chain_probability field in formal pilot chain summary; not fabricated.
high_hidden_failure,penetration_40pct,severity_only,4,8,1,no_new_outage,0.000445,NaN,severity_only,0,0,0,0,0,severity,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Severity-only comparator; not paper risk VaR.
high_hidden_failure,penetration_40pct,initial_probability_weighted_actual,4,8,1,no_new_outage,0.000445,NaN,initial_probability_only,0,0,0,0,0,actual_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,R = P_initial_line * severity.
high_hidden_failure,penetration_40pct,initial_probability_weighted_display,4,8,1,no_new_outage,0.000445,NaN,initial_probability_only,0,0,0,0,0,paper_table_display_probability_divided_by_1e_minus_4,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Display risk = P_initial_line * severity / 1e-4.
high_hidden_failure,penetration_40pct,transition_probability_weighted,4,8,1,no_new_outage,0.000445,NaN,missing_transition_probability,NaN,NaN,NaN,NaN,NaN,unavailable_transition_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,No chain_transition_probability or chain_probability field in formal pilot chain summary; not fabricated.
high_hidden_failure,penetration_40pct,severity_only,4,9,1,no_new_outage,0.000445,NaN,severity_only,0,0,0,0,0,severity,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Severity-only comparator; not paper risk VaR.
high_hidden_failure,penetration_40pct,initial_probability_weighted_actual,4,9,1,no_new_outage,0.000445,NaN,initial_probability_only,0,0,0,0,0,actual_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,R = P_initial_line * severity.
high_hidden_failure,penetration_40pct,initial_probability_weighted_display,4,9,1,no_new_outage,0.000445,NaN,initial_probability_only,0,0,0,0,0,paper_table_display_probability_divided_by_1e_minus_4,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Display risk = P_initial_line * severity / 1e-4.
high_hidden_failure,penetration_40pct,transition_probability_weighted,4,9,1,no_new_outage,0.000445,NaN,missing_transition_probability,NaN,NaN,NaN,NaN,NaN,unavailable_transition_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,No chain_transition_probability or chain_probability field in formal pilot chain summary; not fabricated.
high_hidden_failure,penetration_40pct,severity_only,4,10,1,no_new_outage,0.000445,NaN,severity_only,0,0,0,0,0,severity,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Severity-only comparator; not paper risk VaR.
high_hidden_failure,penetration_40pct,initial_probability_weighted_actual,4,10,1,no_new_outage,0.000445,NaN,initial_probability_only,0,0,0,0,0,actual_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,R = P_initial_line * severity.
high_hidden_failure,penetration_40pct,initial_probability_weighted_display,4,10,1,no_new_outage,0.000445,NaN,initial_probability_only,0,0,0,0,0,paper_table_display_probability_divided_by_1e_minus_4,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Display risk = P_initial_line * severity / 1e-4.
high_hidden_failure,penetration_40pct,transition_probability_weighted,4,10,1,no_new_outage,0.000445,NaN,missing_transition_probability,NaN,NaN,NaN,NaN,NaN,unavailable_transition_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,No chain_transition_probability or chain_probability field in formal pilot chain summary; not fabricated.
high_hidden_failure,penetration_40pct,severity_only,5,1,1,no_new_outage,0.000477,NaN,severity_only,0,0,0,0,0,severity,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Severity-only comparator; not paper risk VaR.
high_hidden_failure,penetration_40pct,initial_probability_weighted_actual,5,1,1,no_new_outage,0.000477,NaN,initial_probability_only,0,0,0,0,0,actual_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,R = P_initial_line * severity.
high_hidden_failure,penetration_40pct,initial_probability_weighted_display,5,1,1,no_new_outage,0.000477,NaN,initial_probability_only,0,0,0,0,0,paper_table_display_probability_divided_by_1e_minus_4,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Display risk = P_initial_line * severity / 1e-4.
high_hidden_failure,penetration_40pct,transition_probability_weighted,5,1,1,no_new_outage,0.000477,NaN,missing_transition_probability,NaN,NaN,NaN,NaN,NaN,unavailable_transition_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,No chain_transition_probability or chain_probability field in formal pilot chain summary; not fabricated.
high_hidden_failure,penetration_40pct,severity_only,5,2,1,no_new_outage,0.000477,NaN,severity_only,0,0,0,0,0,severity,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\high_hidden_failure\penetration_40pct\tables\markov_chain_summary.csv,Severity-only comparator; not paper risk VaR.
